Código,Nome,Un,Chave,EAN,Marca,1Contagem,2Contagem,3Contagem,Avaria,Total,Saldo Estoque,Loja,Almoxarifado
P5441,Porta Toalha Barra 20cm Polo Cromado 2040.C33.020 - Deca,Un,263375546,7894200183914,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
R1214,Registro Gaveta 1510 Hd 3/4 - Deca,Un,374326,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
T2305,Torneira Lavatório Mesa 1198 Link Bica Alta Quadrata Cr - Deca,Un,240407539,7894200166535,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
T2315,Torneira Lavatório Mesa Bica Alta 1191.C33 Polo - Deca,Un,240682843,7894200166887,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
T3442,Torneira Cozinha Mesa 1167.C.Lnk Link Bica Movel Cromado - Deca,Un,374019,7894200131229,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
T3739,Torneira Tanque 1153 Max - Deca,Un,373992,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
T3740,Torneira Cozinha Mesa 1167 C35 Aspen Bica Movel Cromado - Deca,Un,374022,7894200147992,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
V3737,Válvula Escoamento Lavatório 1602.C.PLA Cromado - Deca,Un,373749,7894200033332,Deca,,,,,0,17,Piaui Const FI02,283397887
V438216,Válvula Escoamento Lavatório 1601 Luxo Cr - Deca,Un,438216,7894200146018,Deca,,,,,0,3,Piaui Const FI02,283397887
D2526,Disco Corte Inox 7´´x1/16x7/8´´ DW8065-AR - Dewalt,Un,252813918,885911373012,Dewalt,,,,,0,#N/A,Piaui Const FI02,283397887
D2527,"Disco Corte Inox 4.1/2´´x0,39x7/8´´ DW8062 - Dewalt",Un,252813905,7896525088905,Dewalt,,,,,0,#N/A,Piaui Const FI02,283397887
D2623,Disco Diamantado 4`` porcelanato DW57400BHP - Dewalt,Un,262577692,885911498708,Dewalt,,,,,0,#N/A,Piaui Const FI02,283397887
D2627,Disco Diamantado 4`` Segmentado DW47402BHP - Dewalt,PÇ,262577601,7896525089162,Dewalt,,,,,0,#N/A,Piaui Const FI02,283397887
B18,"Manta 1,30x38,46m com 50m2 - Durafoil",Un,359573,7898273772716,Durafoil,,,,,0,#N/A,Piaui Const FI02,283397887
C4865,"Revestimento 10x10 Santorini Hd 1,80m²/cx - Elizabeth",Un,274960061,7899060628117,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
C4867,"Revestimento 10x10 Tasos Hd 1,80m²/cx - Elizabeth",Un,274960074,7899060628155,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P0226,"Porcelanato Decor Palha Esmalta 62,5X62,5cm 1,97m²/cx - Elizabeth",Un,284025995,7908545800303,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P0626,"Porcelanato Esmaltado HD Lastra di Marmo Wave Brilho 61x61cm 1,90m²/cx - Elizabeth",Un,284582499,7899060611614,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P1551,"Revestimento 07x26cm Bologna Rosso Nero Esmaltado Acetinado 1,01m²/cx - Elizabeth",Un,284582518,7899060696819,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P1616,"Revestimento 07x26cm Bologna Rosso Esmaltado Acetinado 1,01m²/cx - Elizabeth",Un,284582512,7899060696772,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2052,"Porcelanato Esmaltado Passaggio Grigio 61x61cm Acetinado 1,90m²/cx - Elizabeth",Un,284582505,7899060625543,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2060,"Porcelanato 61x61cm Esmaltado Hd Deck Bamboo 1,90m²/cx - Elizabeth",Un,246366755,7899060625321,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2061,"Porcelanato Esmaltado HD Lastra di Marmo 61x61cm 1,90m²/cx - Elizabeth",Un,246366762,0,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2115,"Porcelanato Esmaltado Imperial Branco Polido HD 101x101 2,02m²/cx - Elizabeth",Un,283452764,7899060609499,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2242,"Porcelanato Element White Esmalta 62,5X125cm Ext 1.56m²/cx - Elizabeth",Un,284025988,7899060695539,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2251,"Porcelanato Esmaltado Imperial Branco Acetinado HD 101x101 2,02m²/cx - Elizabeth",Un,283452713,7899060609635,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2561,"Porcelanato Super Bianco Natural Escovado 62.5x62.5 1,97m²/cx - Elizabeth",Un,255356448,7899060691364,Elizabeth,,,,,0,46,Piaui Const FI02,283397887
P2563,"Porcelanato Super Bianco Polido 62.5x62.5 1,97m²/cx - Elizabeth",Un,255358225,7899060691340,Elizabeth,,,,,0,13,Piaui Const FI02,283397887
P2568,"Porcelanato Calacatta Gold Polido HD 101x101 2,02m²/cx - Elizabeth",Un,255364704,7899060691562,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2570,"Porcelanato Esmaltado Branco Imperador Polido HD 101x101 2,02m²/cx - Elizabeth",Un,255365818,7899060691623,Elizabeth,,,,,0,9,Piaui Const FI02,283397887
P2589,Piso 52x52 Itaunas Branco Hd 2.70m2/cx - Elizabeth,Un,255431841,7908538200004,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2590,Piso 52x52 Japura Hd 2.70m2/cx - Elizabeth,Un,255431851,7908538200165,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2591,Piso 52x52 Sobral Hd 2.70m2/cx - Elizabeth,Un,255431885,7908538200066,Elizabeth,,,,,0,3,Piaui Const FI02,283397887
P2594,Piso 52x52 Itaunas Beige Hd 2.70m2/cx - Elizabeth,Un,255431922,7908538200028,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2622,"Porcelanato Esmaltado Itajai Cerejeira Acetinado 20,5x125cm 1,56m²/cx - Elizabeth",Un,285301425,7899060697236,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P2760,"Porcelanato Smoke Polido Hd 74x74 1,62m²/cx - Elizabeth",Un,255805418,7899060605668,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P3536,"Piso 62x62 Japura Hd 3,08m²/cx - Elizabeth",Un,274758641,7899060697519,Elizabeth,,,,,0,24,Piaui Const FI02,283397887
P4714,"Porcelanato Pietra Di Bergamo Gray Acetinado 101x101 2,02m²/cx - Elizabeth",Un,282382603,7899060696024,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P5959,Revestimento 52x52 Esmaltado Imbassai Brilho 2.70m2/cx - Elizabeth,Un,284666616,7908538200042,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P6032,"Porcelanato Esmaltado Polar Beige 61x61cm 1,90m²/cx - Elizabeth",Un,276109327,7899060627370,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
P6121,"Piso 62x62 Itaunas Branco Hd 3,08m2/cx - Elizabeth",Un,263869840,7899060697335,Elizabeth,,,,,0,8,Piaui Const FI02,283397887
P9018,"Porcelanato Esmaltado Le Blanc Polido 74x74cm 1,62m²/cx - Elizabeth",Un,285301498,7899060603473,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
R2978,"Revestimento Itaunas Branco Hd 32,5X65,5cm 2,57m²/cx - Elizabeth",Un,280183235,7899060608348,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
R4697,"Revestimento 10x10 Royal Lux Esmaltado Brilho 1,80m²/cx - Elizabeth",Un,287711704,7899060695515,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
R4698,"Revestimento 10 x 10 Cristal Branco 1,80m²/cx - Elizabeth",Un,46989816,7899060620043,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
R4699,"Revestimento 10x10 Cristal Piscina Esmaltado Acetinado 1,80m²/cx - Elizabeth",Un,46990200,7899060620128,Elizabeth,,,,,0,1,Piaui Const FI02,283397887
R4701,"Revestimento 20 x 20 Lux Neve 1,80m²/cx - Elizabeth",Un,46990208,7899060621736,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
R4715,"Revestimento Esmaltado 21x21cm Lux Piscina Brilhoso 1,80m²/cx - Elizabeth",Un,283452666,7899060694198,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
R9095,"Revestimento 10x10 Cristal Piscina Esmaltado Acetinado 1,80m²/cx - Elizabeth",Un,286772806,7899060695577,Elizabeth,,,,,0,#N/A,Piaui Const FI02,283397887
B0550,"Cumeeira Fibrocimento Sem Amianto Normal 10º 1,10x0,64 - Eternit",Un,287754125,7899958600744,Eternit,,,,,0,0,Piaui Const FI02,283397887
B50,"Cumeeira Fibrocimento Sem Amianto Normal 15º 1,10x0,50 - Eternit",Un,359670,0,Eternit,,,,,0,2,Piaui Const FI02,283397887
